"1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"183","181","273","246","464","281","637","830","583","434","410","442","379","720","1,028","797","385","335","229","125","31"
