"1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"298","201","269","424","612","562","775","920","767","550","533","658","607","719","906","764","416","363","261","123","17"
