"1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"770","627","670","755","1,307","842","1,769","1,574","1,437","901","994","1,098","1,031","1,275","1,922","1,656","861","696","429","275","47"
