"1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"567","336","508","646","748","644","597","589","653","729","463","590","567","515","398","572","354","295","245","135","24"
