"1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"696","691","804","973","1,281","932","1,436","1,420","1,250","1,057","1,116","1,107","1,178","1,388","1,597","1,447","1,093","889","573","335","70"
