"1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"235","297","302","226","374","168","507","287","238","189","278","281","307","638","1,379","868","513","382","220","121","26"
