"1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"522","500","837","1,170","1,176","914","1,302","1,434","1,373","1,025","956","1,330","1,142","1,304","1,306","1,188","836","727","430","214","43"
