"1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"188","151","170","280","479","262","577","706","433","284","309","340","293","554","965","614","283","229","184","110","21"
