"1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"193","115","149","128","270","160","490","426","377","312","399","418","364","541","914","691","468","384","260","158","27"
