"1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"72","103","143","274","282","199","420","476","280","226","275","230","291","390","571","411","272","249","177","107","15"
