"1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"228","212","146","228","438","196","530","661","424","211","268","298","276","632","1,089","750","371","303","172","101","17"
