"1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"348","286","246","412","471","337","625","812","603","471","455","494","535","659","833","642","389","362","248","126","25"
