"1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"494","424","450","570","945","493","1,154","1,037","764","684","660","712","604","930","1,281","1,032","567","445","277","156","22"
