"1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"318","279","304","386","667","473","907","706","704","475","534","614","553","771","1,141","900","524","443","277","155","27"
