"1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"677","377","452","650","863","738","1,313","878","1,168","1,008","896","1,092","1,177","1,403","1,362","1,329","874","755","473","241","38"
