"1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"613","474","515","594","1,082","521","1,457","1,177","956","654","709","675","800","911","1,582","1,034","689","586","397","221","35"
