"1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"1,256","769","878","1,320","1,525","1,251","1,992","1,917","2,093","1,612","1,483","1,818","1,640","1,903","2,191","2,137","1,347","1,078","717","362","57"
