"1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"234","239","243","232","425","244","660","749","576","440","478","490","471","769","1,240","916","538","453","284","146","23"
