"1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"228","157","153","164","220","142","367","269","241","237","266","264","297","424","746","550","310","298","208","116","20"
